paid_status,gender,education,married_status,city,province,agerange,Age,salary,Category
Paid,Male,Graduate,Unmarried,Daskroi,GUJARAT,25-35,25,4,Excellent
Paid,Male,Post Graduate,Married,Tiruchirappalli,TAMIL NADU,>35,37,4,Good
Pending Payment,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,26,4,Bad
Pending Payment,Male,Graduate,Unmarried,NA,MADHYA PRADESH,25-35,28,3,Bad
Paid,Male,Post Graduate,Married,Hubli,Karnataka,25-35,33,3,Bad
Paid,Male,Self Employed,Married,Hyderabad,Telangana,25-35,30,5,Bad
Pending Payment,Male,Self Employed,Married,Durgapur Mc,WEST BENGAL,>35,39,5,Bad
Pending Payment,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,30,5,Bad
Paid,Male,Post Graduate,Married,Poonamallee,TAMIL NADU,25-35,31,4,Bad
Paid,Male,Graduate,Unmarried,Kangayam,TAMIL NADU,25-35,33,4,Fair
Paid,Male,Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,29,4,Fair
Paid,Female,Post Graduate,Married,Coimbatore South,TAMIL NADU,25-35,29,5,Fair
Paid,Male,Graduate,Unmarried,Rangareddy,TELANGANA,25-35,26,4,Good
Paid,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,27,4,Bad
Paid,Male,Post Graduate,Married,Tiruchirappalli,TAMIL NADU,25-35,33,6,Excellent
Paid,Female,Graduate,Married,Malad West,MAHARASHTRA,25-35,28,4,Fair
Pending Payment,Male,Self Employed,Married,Pune City,MAHARASHTRA,<25,24,3,Fair
Pending Payment,Male,Post Graduate,Unmarried,Dewas,MADHYA PRADESH,25-35,28,4,Bad
Paid,Male,Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,25,4,Fair
Paid,Male,Post Graduate,Married,Huzur,MADHYA PRADESH,25-35,33,5,Good
Paid,Male,Graduate,Unmarried,Panvel,MAHARASHTRA,25-35,31,4,Excellent
Paid,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,<25,24,4,Excellent
Pending Payment,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,26,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,30,4,Fair
Pending Payment,Male,Post Graduate,Unmarried,Pune,Maharashtra,25-35,27,4,Bad
Paid,Male,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,27,3,Bad
Pending Payment,Male,Post Graduate,Married,Bengaluru,Karnataka,25-35,34,4,Bad
Paid,Male,Self Employed,Married,Bangalore South,KARNATAKA,>35,38,5,Bad
Pending Payment,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,25,4,Bad
Paid,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,27,4,Bad
Paid,Male,Graduate,Married,Vadodara,GUJARAT,>35,40,4,Bad
Paid,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,31,4,Bad
Paid,Male,Graduate,Married,Solapur North,MAHARASHTRA,25-35,31,4,Bad
Paid,Male,Graduate,Unmarried,Surat,Gujarat,<25,23,4,Bad
Pending Payment,Male,Self Employed,Married,Bengaluru,Karnataka,25-35,32,4,Excellent
Paid,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,27,4,Excellent
Paid,Male,Post Graduate,Unmarried,Tenali,ANDHRA PRADESH,<25,23,4,Excellent
Paid,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,25,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,<25,24,4,Excellent
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,30,5,Excellent
Pending Payment,Male,Post Graduate,Married,Coimbatore South,TAMIL NADU,>35,37,5,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,<25,24,4,Excellent
Paid,Male,Post Graduate,Unmarried,Ambattur,TAMIL NADU,25-35,28,4,Excellent
Paid,Male,Post Graduate,Unmarried,Nagpur,Maharashtra,>35,38,5,Excellent
Paid,Male,Post Graduate,Unmarried,Pattukottai,TAMIL NADU,25-35,35,4,Excellent
Paid,Male,Post Graduate,Married,Chhindwara,MADHYA PRADESH,25-35,30,4,Excellent
Paid,Male,Graduate,Unmarried,Mumbai,Maharashtra,<25,24,4,Excellent
Paid,Female,Self Employed,Unmarried,Bangalore North,KARNATAKA,<25,24,4,Excellent
Paid,Male,Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,33,5,Excellent
Paid,Female,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,31,4,Excellent
Pending Payment,Male,Self Employed,Married,Aurangabad,MAHARASHTRA,25-35,27,4,Excellent
Paid,Male,Post Graduate,Married,Chennai City Corporation,TAMIL NADU,25-35,30,4,Fair
Pending Payment,Male,Post Graduate,Unmarried,Ambattur,TAMIL NADU,25-35,28,5,Fair
Paid,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,29,4,Fair
Paid,Male,Post Graduate,Unmarried,Mysore,KARNATAKA,25-35,29,6,Good
Paid,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,27,4,Good
Paid,Male,Graduate,Married,Kalyan,MAHARASHTRA,25-35,34,6,Good
Paid,Male,Graduate,Unmarried,Chennai,TAMIL NADU,<25,24,4,Good
Paid,Male,10th-12th,Married,Pune City,MAHARASHTRA,25-35,33,4,Good
Paid,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,26,5,Good
Paid,Male,Graduate,Married,Hyderabad,Telangana,25-35,35,5,Bad
Paid,Male,Post Graduate,Married,Tiruchirappalli,TAMIL NADU,>35,37,4,Bad
Pending Payment,Male,Graduate,Married,Ahmadabad City,GUJARAT,25-35,26,3,Bad
Paid,Male,Self Employed,Married,Kalyan,MAHARASHTRA,25-35,30,4,Bad
Paid,Male,Post Graduate,Unmarried,Tirupati (Urban),ANDHRA PRADESH,25-35,29,4,Bad
Pending Payment,Male,Graduate,Married,Aurangabad,MAHARASHTRA,25-35,30,5,Bad
Paid,Male,10th-12th,Married,Erode,TAMIL NADU,25-35,28,4,Bad
Paid,Male,Self Employed,Unmarried,Jaipur,RAJASTHAN,<25,24,5,Bad
Paid,Male,Self Employed,Unmarried,Ahmadabad City,GUJARAT,<25,23,4,Bad
Paid,Male,Graduate,Unmarried,NA,TAMIL NADU,<25,22,3,Bad
Paid,Male,Self Employed,Unmarried,Aurangabad,MAHARASHTRA,25-35,32,3,Bad
Paid,Male,Graduate,Unmarried,Poonamallee,TAMIL NADU,25-35,25,4,Excellent
Paid,Male,Post Graduate,Unmarried,Tambaram,TAMIL NADU,>35,37,6,Excellent
Pending Payment,Male,Graduate,Unmarried,Pune,Maharashtra,25-35,26,4,Excellent
Paid,Male,Post Graduate,Unmarried,Mumbai,Maharashtra,>35,38,6,Excellent
Paid,Male,Self Employed,Unmarried,Saharanpur,UTTAR PRADESH,25-35,25,4,Excellent
Paid,Male,Graduate,Unmarried,Jaipur,RAJASTHAN,<25,22,4,Excellent
Paid,Male,Self Employed,Married,Pollachi,TAMIL NADU,25-35,32,4,Excellent
Paid,Male,Self Employed,Unmarried,Indore,MADHYA PRADESH,25-35,28,4,Excellent
Paid,Male,Post Graduate,Unmarried,Hyderabad,Telangana,<25,22,4,Excellent
Pending Payment,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,30,4,Excellent
Paid,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,26,6,Excellent
Paid,Male,10th-12th,Married,Gandhinagar,GUJARAT,25-35,32,6,Excellent
Paid,Male,Post Graduate,Married,Banpur,ODISHA,25-35,28,4,Excellent
Paid,Male,Self Employed,Married,Bangalore South,KARNATAKA,25-35,32,6,Excellent
Paid,Male,Graduate,Married,Aurangabad,MAHARASHTRA,25-35,30,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Jaipur,Rajasthan,25-35,31,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Mandya,KARNATAKA,25-35,26,4,Excellent
Paid,Female,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,31,4,Excellent
Paid,Male,Post Graduate,Unmarried,Bassein,MAHARASHTRA,25-35,25,4,Excellent
Paid,Male,Post Graduate,Unmarried,Surat,Gujarat,25-35,31,4,Excellent
Paid,Male,Graduate,Unmarried,Ahmedabad,Gujarat,25-35,35,4,Excellent
Paid,Male,Post Graduate,Unmarried,Sriperumbudur,TAMIL NADU,>35,36,4,Excellent
Pending Payment,Male,Graduate,Unmarried,Gangavati,KARNATAKA,<25,23,6,Excellent
Paid,Male,Post Graduate,Married,Neem-Ka-Thana,RAJASTHAN,25-35,26,3,Excellent
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,27,3,Excellent
Paid,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,<25,24,4,Excellent
Paid,Male,10th-12th,Unmarried,Kodumur,ANDHRA PRADESH,25-35,25,4,Excellent
Pending Payment,Male,Graduate,Unmarried,Mumbai,Maharashtra,25-35,32,4,Excellent
Paid,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,31,4,Excellent
Paid,Male,Self Employed,Unmarried,Mumbai,MAHARASHTRA,25-35,27,4,Excellent
Paid,Male,Post Graduate,Unmarried,Vijayawada,Andhra Pradesh,25-35,35,6,Excellent
Paid,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,<25,24,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,25-35,29,5,Excellent
Paid,Male,Self Employed,Married,Huzur,MADHYA PRADESH,25-35,32,4,Excellent
Paid,Male,Post Graduate,Unmarried,Adilabad,TELANGANA,25-35,31,4,Fair
Paid,Male,Graduate,Married,Pune City,MAHARASHTRA,25-35,25,5,Fair
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,>35,36,4,Fair
Paid,Male,Post Graduate,Married,Uthamapalayam,TAMIL NADU,25-35,33,5,Fair
Pending Payment,Female,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,23,4,Good
Paid,Male,Self Employed,Married,Surat,Gujarat,25-35,29,4,Good
Paid,Male,10th-12th,Married,Chorasi,GUJARAT,25-35,33,4,Good
Pending Payment,Male,Graduate,Married,Salem,TAMIL NADU,25-35,29,4,Good
Pending Payment,Male,Post Graduate,Married,Kota,RAJASTHAN,25-35,26,4,Good
Paid,Male,Graduate,Married,Tirupati (Urban),ANDHRA PRADESH,>35,36,4,Good
Paid,Male,Post Graduate,Married,Bundi,RAJASTHAN,25-35,28,4,Good
Pending Payment,Male,Graduate,Married,Vadodara,GUJARAT,<25,23,4,Good
Paid,Male,Graduate,Unmarried,Surat City,GUJARAT,25-35,29,4,Good
Paid,Male,Post Graduate,Married,Guntur,ANDHRA PRADESH,25-35,33,4,Good
Paid,Male,Graduate,Married,Mumbai,MAHARASHTRA,25-35,31,5,Good
Paid,Male,Post Graduate,Married,tirupur,TAMIL NADU,25-35,28,4,Good
Paid,Male,Post Graduate,Married,Tiruppur,TAMIL NADU,25-35,33,4,Good
Pending Payment,Male,Self Employed,Married,Aurangabad,MAHARASHTRA,>35,39,3,Good
Paid,Male,Post Graduate,Married,Guntur,Andhra Pradesh,25-35,32,4,Good
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,28,4,Bad
Paid,Male,Graduate,Unmarried,Vadodara,GUJARAT,25-35,35,4,Bad
Paid,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,30,4,Excellent
Paid,Male,Post Graduate,Unmarried,Gandhi Nagar,GUJARAT,25-35,30,5,Excellent
Paid,Male,Graduate,Married,Namakkal,TAMIL NADU,25-35,27,4,Excellent
Paid,Male,Graduate,Unmarried,Mysore,KARNATAKA,25-35,35,3,Excellent
Paid,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,29,4,Excellent
Paid,Male,Post Graduate,Married,NA,MAHARASHTRA,>35,36,5,Excellent
Pending Payment,Female,Graduate,Married,Ahmadabad City,GUJARAT,>35,40,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Visakhapatnam,Andhra Pradesh,25-35,32,4,Excellent
Paid,Male,Self Employed,Married,Bangalore North,KARNATAKA,>35,41,4,Excellent
Pending Payment,Female,Post Graduate,Unmarried,Daskroi,GUJARAT,<25,22,4,Excellent
Pending Payment,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,30,4,Fair
Paid,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,25,4,Good
Paid,Male,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,27,4,Good
Paid,Male,10th-12th,Unmarried,Surat City,GUJARAT,25-35,26,4,Fair
Paid,Male,Graduate,Married,Gird,MADHYA PRADESH,25-35,29,5,Bad
Pending Payment,Male,Post Graduate,Unmarried,Secunderabad,TELANGANA,25-35,25,4,Fair
Paid,Male,Post Graduate,Married,Vilavancode,TAMIL NADU,25-35,35,5,Bad
Pending Payment,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,29,4,Bad
Paid,Male,Self Employed,Married,Hayathnagar,TELANGANA,25-35,30,3,Excellent
Paid,Female,Post Graduate,Married,Tambaram,TAMIL NADU,25-35,25,4,Bad
Paid,Male,Post Graduate,Married,Bangalore North,KARNATAKA,>35,37,4,Good
Pending Payment,Male,10th-12th,Unmarried,Chembur,MAHARASHTRA,25-35,32,4,Fair
Pending Payment,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,25-35,30,5,Bad
Paid,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,30,4,Good
Paid,Male,Post Graduate,Unmarried,Nashik,MAHARASHTRA,<25,22,3,Bad
Paid,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,31,4,Bad
Paid,Male,Graduate,Married,Madurai South,TAMIL NADU,25-35,33,4,Bad
Pending Payment,Male,Post Graduate,Unmarried,Pune,Maharashtra,<25,22,4,Bad
Paid,Male,Post Graduate,Married,Indore,MADHYA PRADESH,25-35,27,4,Excellent
Paid,Male,Post Graduate,Married,Bengaluru,Karnataka,>35,38,5,Excellent
Paid,Male,10th-12th,Married,Rabale,MAHARASHTRA,25-35,35,4,Excellent
Paid,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,29,4,Excellent
Paid,Male,Graduate,Unmarried,Poonamallee,TAMIL NADU,25-35,25,4,Fair
Paid,Male,10th-12th,Married,Jodhpur,RAJASTHAN,25-35,27,4,Bad
Pending Payment,Male,Graduate,Married,Belgaum,KARNATAKA,25-35,34,4,Excellent
Paid,Male,Post Graduate,Married,Huzur,MADHYA PRADESH,>35,37,5,Excellent
Paid,Male,Post Graduate,Married,Jaipur,RAJASTHAN,>35,36,4,Excellent
Paid,Male,Graduate,Unmarried,Rajahmundry (Urban),ANDHRA PRADESH,>35,37,4,Excellent
Paid,Female,Self Employed,Unmarried,Salem,TAMIL NADU,25-35,29,4,Excellent
Pending Payment,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,27,4,Bad
Paid,Male,Graduate,Married,Vellore,TAMIL NADU,25-35,30,4,Fair
Paid,Male,Post Graduate,Married,Warangal,Telangana,>35,37,4,Bad
Paid,Male,Graduate,Married,Ghatkesar,TELANGANA,25-35,34,5,Bad
Paid,Male,Self Employed,Married,Hyderabad,Telangana,>35,38,5,Excellent
Paid,Male,Post Graduate,Unmarried,Warangal,Telangana,25-35,30,4,Excellent
Paid,Male,Post Graduate,Unmarried,Vasai,MAHARASHTRA,25-35,26,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Nagpur,Maharashtra,25-35,26,4,Excellent
Paid,Male,Post Graduate,Unmarried,Hyderabad,Telangana,<25,23,4,Fair
Paid,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,<25,23,5,Bad
Paid,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,<25,24,4,Excellent
Pending Payment,Male,Graduate,Married,Ambattur,TAMIL NADU,25-35,30,4,Excellent
Paid,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,26,4,Excellent
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,31,4,Good
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,22,5,Bad
Paid,Male,Graduate,Married,Thane,MAHARASHTRA,>35,38,4,Bad
Paid,Male,Graduate,Unmarried,Coimbatore South,TAMIL NADU,25-35,28,5,Bad
Paid,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,<25,24,4,Bad
Paid,Male,Post Graduate,Married,Mumbai,MAHARASHTRA,25-35,32,4,Bad
Paid,Male,Graduate,Unmarried,Chennai,TAMIL NADU,<25,23,4,Bad
Paid,Male,Post Graduate,Unmarried,Madurai North,TAMIL NADU,>35,39,4,Bad
Paid,Male,10th-12th,Married,Warangal,Telangana,25-35,33,4,Bad
Paid,Male,Graduate,Unmarried,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,30,5,Bad
Paid,Male,Post Graduate,Unmarried,Paradip,ODISHA,25-35,29,4,Excellent
Paid,Male,Post Graduate,Married,Mumbai,MAHARASHTRA,25-35,26,4,Excellent
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,27,4,Excellent
Pending Payment,Male,Graduate,Married,Visakhapatnam,Andhra Pradesh,25-35,32,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,30,5,Excellent
Paid,Male,Graduate,Married,Chinthakommadinne,ANDHRA PRADESH,>35,36,4,Excellent
Paid,Male,Self Employed,Married,Jodhpur,RAJASTHAN,25-35,35,5,Excellent
Paid,Male,Post Graduate,Unmarried,Madanapalle,ANDHRA PRADESH,25-35,26,4,Excellent
Pending Payment,Male,Graduate,Married,Kalyan,MAHARASHTRA,>35,36,4,Fair
Paid,Male,Graduate,Married,Bangalore South,KARNATAKA,25-35,32,4,Fair
Paid,Male,Self Employed,Unmarried,Indore,MADHYA PRADESH,25-35,26,5,Fair
Paid,Male,Graduate,Married,Salem,TAMIL NADU,25-35,33,5,Fair
Paid,Male,Post Graduate,Unmarried,Narasaraopet,ANDHRA PRADESH,<25,23,4,Fair
Pending Payment,Female,Post Graduate,Married,Visakhapatnam,Andhra Pradesh,>35,40,4,Fair
Pending Payment,Male,Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,29,4,Fair
Paid,Male,Graduate,Unmarried,Erode,TAMIL NADU,25-35,27,4,Good
Paid,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,27,5,Good
Paid,Male,Self Employed,Unmarried,Guntur,ANDHRA PRADESH,25-35,29,4,Good
Paid,Male,Post Graduate,Married,Coimbatore,Tamil Nadu,25-35,33,6,Bad
Paid,Male,Post Graduate,Unmarried,Sinnar,MAHARASHTRA,25-35,27,4,Bad
Pending Payment,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,27,4,Bad
Paid,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,25,4,Bad
Pending Payment,Male,Self Employed,Unmarried,Mysore,KARNATAKA,<25,24,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,30,4,Fair
Paid,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,25-35,27,4,Fair
Paid,Male,Post Graduate,Unmarried,Phulwari,BIHAR,>35,37,4,Fair
Pending Payment,Male,10th-12th,Married,Aurangabad,MAHARASHTRA,<25,24,4,Fair
Paid,Male,Post Graduate,Married,Chennai City Corporation,TAMIL NADU,25-35,32,5,Bad
Pending Payment,Male,Graduate,Unmarried,Vadodara,GUJARAT,25-35,27,4,Bad
Pending Payment,Male,Post Graduate,Unmarried,Nallampalli,TAMIL NADU,25-35,27,4,Bad
Pending Payment,Male,Post Graduate,Unmarried,Tambaram,TAMIL NADU,25-35,34,5,Bad
Paid,Male,Graduate,Unmarried,Mettur,TAMIL NADU,25-35,34,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Mysore,KARNATAKA,25-35,29,4,Excellent
Paid,Male,Post Graduate,Unmarried,Tiruppur,Tamil Nadu,25-35,30,5,Fair
Paid,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,24,4,Fair
Paid,Male,Post Graduate,Unmarried,Poonamallee,TAMIL NADU,>35,36,5,Bad
Paid,Male,Post Graduate,Unmarried,Nashik,Maharashtra,25-35,28,4,Excellent
Paid,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,25,4,Good
Paid,Male,Post Graduate,Married,Bangalore North,KARNATAKA,>35,38,4,Bad
Pending Payment,Male,Post Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,34,5,Bad
Paid,Male,Graduate,Unmarried,Jagadhri,HARYANA,<25,24,4,Excellent
Paid,Male,Post Graduate,Unmarried,Saidapet,TAMIL NADU,25-35,34,5,Bad
Paid,Male,Graduate,Unmarried,Guntakal,ANDHRA PRADESH,25-35,27,5,Bad
Pending Payment,Male,Graduate,Unmarried,Chorasi,GUJARAT,25-35,25,4,Bad
Paid,Male,Self Employed,Married,Hyderabad,Telangana,>35,37,4,Fair
Pending Payment,Male,Graduate,Unmarried,Bengaluru,Karnataka,25-35,28,4,Fair
Paid,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,25-35,34,4,Excellent
Pending Payment,Male,Post Graduate,Married,Gmc,ASSAM,25-35,27,4,Fair
Paid,Male,Post Graduate,Unmarried,Gird,MADHYA PRADESH,25-35,29,4,Good
Paid,Male,Post Graduate,Unmarried,Chennai,TAMIL NADU,25-35,26,4,Bad
Paid,Male,Post Graduate,Unmarried,Goregaon East,MAHARASHTRA,25-35,27,5,Bad
Paid,Male,Self Employed,Unmarried,Anantapur,ANDHRA PRADESH,25-35,29,5,Fair
Paid,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,25,4,Bad
Paid,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,27,4,Bad
Paid,Male,Post Graduate,Married,Hyderabad,Telangana,25-35,34,4,Excellent
Paid,Male,Graduate,Married,Sriperumbudur,TAMIL NADU,>35,37,4,Fair
Paid,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,25,4,Bad
Paid,Female,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,<25,24,5,Bad
Pending Payment,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,32,5,Bad
Paid,Male,Graduate,Unmarried,Surat City,GUJARAT,<25,22,3,Bad
Paid,Male,Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,26,3,Bad
Paid,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,26,4,Bad
Paid,Male,Post Graduate,Married,Villupuram,TAMIL NADU,25-35,30,4,Bad
Paid,Male,Post Graduate,Unmarried,Tirupati (Urban),ANDHRA PRADESH,25-35,29,4,Bad
Pending Payment,Female,Post Graduate,Married,Tirumalagiri,TELANGANA,25-35,25,3,Bad
Paid,Male,10th-12th,Married,Jodiya,GUJARAT,25-35,33,4,Bad
Pending Payment,Male,Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,35,5,Bad
Paid,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,29,4,Bad
Paid,Male,Post Graduate,Unmarried,Vijayawada,Andhra Pradesh,25-35,28,3,Excellent
Paid,Female,Post Graduate,Unmarried,Surat City,GUJARAT,25-35,27,4,Excellent
Paid,Male,Post Graduate,Unmarried,Kota,RAJASTHAN,25-35,27,4,Excellent
Paid,Male,Post Graduate,Unmarried,Goregaon East,MAHARASHTRA,25-35,27,5,Excellent
Paid,Male,Graduate,Married,Coimbatore North,TAMIL NADU,>35,38,5,Excellent
Paid,Male,Self Employed,Unmarried,Srirangam,TAMIL NADU,25-35,31,4,Excellent
Paid,Male,Self Employed,Unmarried,Mysore,KARNATAKA,25-35,28,4,Excellent
Paid,Male,10th-12th,Married,Chennai City Corporation,TAMIL NADU,25-35,34,4,Excellent
Paid,Male,Post Graduate,Married,North Solapur,MAHARASHTRA,25-35,27,3,Fair
Paid,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,27,4,Fair
Paid,Male,Graduate,Married,Vellore,TAMIL NADU,25-35,30,4,Fair
Paid,Male,Graduate,Unmarried,NA,MADHYA PRADESH,25-35,27,4,Fair
Pending Payment,Male,Graduate,Married,Vadodara,GUJARAT,>35,38,4,Fair
Paid,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,25,5,Good
Paid,Female,Self Employed,Unmarried,Bengaluru,Karnataka,25-35,30,5,Good
Pending Payment,Male,Post Graduate,Unmarried,Hyderabad,TELANGANA,25-35,29,5,Good
Pending Payment,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,<25,22,3,Good
Paid,Male,Self Employed,Unmarried,Warangal,TELANGANA,25-35,33,4,Good
Pending Payment,Male,Graduate,Married,Bengaluru,Karnataka,25-35,26,4,Bad
Pending Payment,Male,Graduate,Unmarried,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,30,5,Bad
Paid,Male,Graduate,Unmarried,Chennai,Tamil Nadu,25-35,31,4,Bad
Paid,Male,Post Graduate,Unmarried,Bharuch,GUJARAT,25-35,28,4,Bad
Pending Payment,Male,Self Employed,Unmarried,Belgaum,KARNATAKA,25-35,31,4,Bad
Paid,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,28,4,Bad
Pending Payment,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,<25,22,4,Bad
Paid,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,25,4,Bad
Pending Payment,Male,Graduate,Unmarried,Dindigul,TAMIL NADU,25-35,30,4,Bad
Paid,Male,Post Graduate,Married,Vadodara,GUJARAT,25-35,28,4,Bad
Paid,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,27,5,Bad
Pending Payment,Male,Graduate,Married,Rajkot,Gujarat,25-35,26,4,Bad
Pending Payment,Male,Post Graduate,Unmarried,Madurai South,TAMIL NADU,<25,22,4,Bad
Pending Payment,Male,Self Employed,Unmarried,Malad East,MAHARASHTRA,25-35,25,4,Bad
Pending Payment,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,27,4,Bad
Paid,Male,Graduate,Married,Coimbatore North,TAMIL NADU,25-35,35,4,Bad
Pending Payment,Male,Self Employed,Unmarried,Mumbai,Maharashtra,25-35,31,4,Bad
Paid,Male,Graduate,Unmarried,Rajkot,GUJARAT,25-35,32,5,Excellent
Paid,Male,Post Graduate,Married,Warangal,Telangana,25-35,33,4,Excellent
Paid,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,26,4,Excellent
Paid,Male,Self Employed,Married,Udumbanchola,KERALA,25-35,29,5,Excellent
Paid,Male,Post Graduate,Married,Aurangabad,Maharashtra,25-35,29,5,Excellent
Paid,Male,Graduate,Married,Madurai South,TAMIL NADU,25-35,33,4,Excellent
Pending Payment,Male,Graduate,Unmarried,NA,TELANGANA,25-35,29,4,Excellent
Paid,Male,Graduate,Unmarried,Malad East,MAHARASHTRA,<25,23,4,Excellent
Paid,Female,Graduate,Married,Mumbai,MAHARASHTRA,25-35,31,4,Excellent
Paid,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,26,5,Excellent
Paid,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,<25,23,4,Excellent
Pending Payment,Male,Self Employed,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,26,4,Fair
Paid,Male,Self Employed,Married,Vijayawada,Andhra Pradesh,25-35,29,4,Fair
